what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1514223835950
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1514223965798
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1514223966074
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1514223992347
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1514287068347
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1514287071108
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1514287074337
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1514287076286
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1514293343978
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1514293346194
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1514293348340
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1514293352466
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1514293580540
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1514293581841
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1514307774187
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1514307775985
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1514308208868
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1514308210206
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1514308228540
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1514308232102
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1514308512033
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1514308512549
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1514308513524
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1514308515445
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1514308584557
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1514308586865
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1514309701495
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1514309702204
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1514309939129
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1514309942529
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1514309942806
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1514309942943
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1514309947739
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1514309957766
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1514309957798
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1514309958025
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1514309973221
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1514309975152
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1514309998003
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1514310000098
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1514310084899
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1514310086290
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1514310097324
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1514310112809
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1514310126930
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1514310150018
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1514310150080
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1514310152504
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1514310152823
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1514310152967
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1514310163547
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1514310195005
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1514310195968
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1514310197276
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1514310197489
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1514310197821
activated,perspective,com.altera.sbtgui.ui,,"com.altera.sbtgui.ui.cPerspective",1514360137964
started,bundle,org.eclipse.osgi,3.7.2.v20120110-1415,"org.eclipse.osgi",1514360137965
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20110815-1438,"org.eclipse.equinox.simpleconfigurator",1514360137965
started,bundle,com.ibm.icu,4.4.2.v20110823,"com.ibm.icu",1514360137966
started,bundle,org.eclipse.cdt.codan.checkers,1.0.1.201202111925,"org.eclipse.cdt.codan.checkers",1514360137967
started,bundle,org.eclipse.cdt.codan.core,2.0.0.201202111925,"org.eclipse.cdt.codan.core",1514360137967
started,bundle,org.eclipse.cdt.codan.core.cxx,1.0.0.201202111925,"org.eclipse.cdt.codan.core.cxx",1514360137967
started,bundle,org.eclipse.cdt.codan.ui.cxx,2.0.0.201202111925,"org.eclipse.cdt.codan.ui.cxx",1514360137967
started,bundle,org.eclipse.cdt.core,5.3.2.201202111925,"org.eclipse.cdt.core",1514360137968
started,bundle,org.eclipse.cdt.make.core,7.1.2.201202111925,"org.eclipse.cdt.make.core",1514360137969
started,bundle,org.eclipse.cdt.make.ui,7.1.2.201202111925,"org.eclipse.cdt.make.ui",1514360137969
started,bundle,org.eclipse.cdt.managedbuilder.core,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.core",1514360137970
started,bundle,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui",1514360137970
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1514360137970
started,bundle,org.eclipse.core.contenttype,3.4.100.v20110423-0524,"org.eclipse.core.contenttype",1514360137971
started,bundle,org.eclipse.core.databinding.observable,1.4.0.I20110222-0800,"org.eclipse.core.databinding.observable",1514360137972
started,bundle,org.eclipse.core.expressions,3.4.300.v20110228,"org.eclipse.core.expressions",1514360137973
started,bundle,org.eclipse.core.filebuffers,3.5.200.v20110928-1504,"org.eclipse.core.filebuffers",1514360137973
started,bundle,org.eclipse.core.filesystem,1.3.100.v20110423-0524,"org.eclipse.core.filesystem",1514360137974
started,bundle,org.eclipse.core.jobs,3.5.101.v20120113-1953,"org.eclipse.core.jobs",1514360137975
started,bundle,org.eclipse.core.net,1.2.100.I20110511-0800,"org.eclipse.core.net",1514360137976
started,bundle,org.eclipse.core.resources,3.7.101.v20120125-1505,"org.eclipse.core.resources",1514360137977
started,bundle,org.eclipse.core.runtime,3.7.0.v20110110,"org.eclipse.core.runtime",1514360137977
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1514360137978
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20110110,"org.eclipse.core.runtime.compatibility.auth",1514360137979
started,bundle,org.eclipse.debug.core,3.7.1.v20111129-2031,"org.eclipse.debug.core",1514360137980
started,bundle,org.eclipse.egit.core,1.3.0.201202151440-r,"org.eclipse.egit.core",1514360137980
started,bundle,org.eclipse.egit.ui,1.3.0.201202151440-r,"org.eclipse.egit.ui",1514360137981
started,bundle,org.eclipse.epp.mpc.ui,1.1.1.I20110907-0947,"org.eclipse.epp.mpc.ui",1514360137982
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201106061540,"org.eclipse.epp.usagedata.gathering",1514360137982
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201106061540,"org.eclipse.epp.usagedata.recording",1514360137982
started,bundle,org.eclipse.equinox.app,1.3.100.v20110321,"org.eclipse.equinox.app",1514360137983
started,bundle,org.eclipse.equinox.common,3.6.0.v20110523,"org.eclipse.equinox.common",1514360137983
started,bundle,org.eclipse.equinox.ds,1.3.1.R37x_v20110701,"org.eclipse.equinox.ds",1514360137984
started,bundle,org.eclipse.equinox.event,1.2.100.v20110502,"org.eclipse.equinox.event",1514360137985
started,bundle,org.eclipse.equinox.p2.core,2.1.1.v20120113-1346,"org.eclipse.equinox.p2.core",1514360137985
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.300.v20110815-1419,"org.eclipse.equinox.p2.directorywatcher",1514360137986
started,bundle,org.eclipse.equinox.p2.engine,2.1.1.R37x_v20111003,"org.eclipse.equinox.p2.engine",1514360137986
started,bundle,org.eclipse.equinox.p2.metadata,2.1.0.v20110815-1419,"org.eclipse.equinox.p2.metadata",1514360137986
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.2.0.v20110815-1419,"org.eclipse.equinox.p2.metadata.repository",1514360137987
started,bundle,org.eclipse.equinox.p2.operations,2.1.1.R37x_v20111111,"org.eclipse.equinox.p2.operations",1514360137987
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.100.v20110815-1419,"org.eclipse.equinox.p2.reconciler.dropins",1514360137988
started,bundle,org.eclipse.equinox.p2.repository,2.1.1.v20120113-1346,"org.eclipse.equinox.p2.repository",1514360137988
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.100.v20110815-1419,"org.eclipse.equinox.p2.ui.sdk.scheduler",1514360137988
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.200.v20110815-1419,"org.eclipse.equinox.p2.updatechecker",1514360137988
started,bundle,org.eclipse.equinox.preferences,3.4.2.v20120111-2020,"org.eclipse.equinox.preferences",1514360137989
started,bundle,org.eclipse.equinox.registry,3.5.101.R37x_v20110810-1611,"org.eclipse.equinox.registry",1514360137990
started,bundle,org.eclipse.equinox.security,1.1.1.R37x_v20110822-1018,"org.eclipse.equinox.security",1514360138049
started,bundle,org.eclipse.equinox.util,1.0.300.v20110502,"org.eclipse.equinox.util",1514360138050
started,bundle,org.eclipse.help,3.5.100.v20110426,"org.eclipse.help",1514360138051
started,bundle,org.eclipse.jface,3.7.0.v20110928-1505,"org.eclipse.jface",1514360138053
started,bundle,org.eclipse.jgit,1.3.0.201202151440-r,"org.eclipse.jgit",1514360138053
started,bundle,org.eclipse.jsch.core,1.1.300.I20110514-0800,"org.eclipse.jsch.core",1514360138053
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r372_v20111101-0700,"org.eclipse.ltk.core.refactoring",1514360138053
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring",1514360138055
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.5.v20120123-0100,"org.eclipse.mylyn.bugzilla.core",1514360138055
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1514360138056
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1514360138056
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1514360138056
started,bundle,org.eclipse.mylyn.commons.ui,3.6.1.v20110720-0100,"org.eclipse.mylyn.commons.ui",1514360138057
started,bundle,org.eclipse.mylyn.context.core,3.6.1.v20110720-0100,"org.eclipse.mylyn.context.core",1514360138057
started,bundle,org.eclipse.mylyn.context.ui,3.6.1.v20120112-0100,"org.eclipse.mylyn.context.ui",1514360138057
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1514360138058
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui",1514360138060
started,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1514360138060
started,bundle,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search",1514360138060
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1514360138060
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1514360138062
started,bundle,org.eclipse.team.cvs.ui,3.3.401.v20120126-1227,"org.eclipse.team.cvs.ui",1514360138063
started,bundle,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui",1514360138064
started,bundle,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui",1514360138065
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1514360138066
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1514360138066
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1514360138066
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1514360138073
started,bundle,org.eclipse.ui.navigator,3.5.101.v20120106-1355,"org.eclipse.ui.navigator",1514360138073
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.resources",1514360138073
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1514360138074
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1514360138074
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1514360138075
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1514360138076
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1514360138076
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1514360138082
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1514360138082
started,bundle,com.altera.sbtgui.integration,13.0.0.156,"com.altera.sbtgui.integration",1514360138083
started,bundle,com.altera.sbtgui.project,13.0.0.156,"com.altera.sbtgui.project",1514360138083
started,bundle,com.altera.systemconsole,13.0.0.156,"com.altera.systemconsole",1514360138083
started,bundle,com.altera.systemconsole.designs.plugin,13.0.0.156,"com.altera.systemconsole.designs.plugin",1514360138084
started,bundle,com.altera.utilities,13.0.0.156,"com.altera.utilities",1514360138084
os,sysinfo,,,"win32",1514360138085
arch,sysinfo,,,"x86",1514360138085
ws,sysinfo,,,"win32",1514360138085
locale,sysinfo,,,"zh_CN",1514360138085
processors,sysinfo,,,"4",1514360138085
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1514360138085
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1514360138085
java.specification.name,sysinfo,,,"Java Platform API Specification",1514360138085
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1514360138085
java.specification.version,sysinfo,,,"1.6",1514360138085
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1514360138085
java.version,sysinfo,,,"1.6.0_23",1514360138085
java.vm.info,sysinfo,,,"mixed mode",1514360138085
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1514360138085
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1514360138085
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1514360138085
java.vm.specification.version,sysinfo,,,"1.0",1514360138085
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1514360138085
java.vm.version,sysinfo,,,"19.0-b09",1514360138085
started,bundle,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch",1514360138914
opened,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1514360139763
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1514360142984
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1514360143122
started,bundle,org.eclipse.cdt.codan.ui,2.0.1.201202111925,"org.eclipse.cdt.codan.ui",1514360143493
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1514360144409
closed,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1514360144410
started,bundle,org.eclipse.cdt.mylyn.ui,3.6.0.v20110608-1400,"org.eclipse.cdt.mylyn.ui",1514360144427
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1514360145616
closed,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1514360145616
started,bundle,com.altera.sbtgui.core,13.0.0.156,"com.altera.sbtgui.core",1514360147341
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1514360147392
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1514360148814
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1514360150554
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1514360150565
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1514360150565
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1514360152558
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1514360153420
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1514360153427
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1514360153427
started,bundle,com.altera.sbtgui.ui,13.0.0.156,"com.altera.sbtgui.ui",1514360155679
opened,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1514360155841
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1514360155922
started,bundle,org.eclipse.cdt.dsf,2.2.0.201202111925,"org.eclipse.cdt.dsf",1514360155939
started,bundle,org.eclipse.cdt.dsf.gdb,4.0.2.201202111925,"org.eclipse.cdt.dsf.gdb",1514360155940
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.gdb.ui",1514360155940
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1514360156061
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1514360157304
started,bundle,org.eclipse.linuxtools.cdt.autotools.core,1.0.2.201202152032,"org.eclipse.linuxtools.cdt.autotools.core",1514360194294
started,bundle,org.eclipse.core.variables,3.2.500.v20110928-1503,"org.eclipse.core.variables",1514360194450
started,bundle,org.eclipse.cdt.managedbuilder.gnu.ui,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.gnu.ui",1514360195655
started,bundle,org.eclipse.cdt.msw.build,1.0.0.201202111925,"org.eclipse.cdt.msw.build",1514360196908
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1514360203998
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1514360207076
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1514360214397
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1514360214554
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1514360221550
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1514360237503
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1514360239413
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1514360243962
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1514360253231
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1514360253952
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1514360256224
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1514360259894
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1514360262420
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1514360263512
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1514360264653
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1514360267890
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1514360272161
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1514360272777
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1514360293042
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1514360301642
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1514360301752
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1514360344493
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1514360456762
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1514360488670
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1514360492398
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1514360492547
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1514360495087
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1514360496123
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1514360497836
closed,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1514360497836
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1514360499151
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1514360502250
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1514360509498
closed,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1514360509498
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1514360510464
